n,died,year,species_name,annual_mean_temp,tot_annual_pp,prior_mu
2,0,2003,Abies balsamifera,3.09066667556763,1108.66666666667,0.079776298364389
10,10,1980,Abies balsamifera,1.55933333039284,981.066666666667,0.0405810719516916
2,2,1994,Abies balsamifera,2.98199997742971,995.866666666667,0.0613204543891265
29,2,2001,Abies balsamifera,0.501333329081535,1467.93333333333,0.075259677903187
30,4,2006,Abies balsamifera,0.67599999209245,1418.46666666667,0.0870447990008203
30,4,2011,Abies balsamifera,0.992142842816455,1375,0.100592966315231
10,10,1985,Abies balsamifera,2.66999997297923,1170.13333333333,0.0470468160654742
2,2,1980,Abies balsamifera,0.501999989151955,1017.93333333333,0.0405810719516916
10,4,1980,Abies balsamifera,-1.38999999364217,974.466666666667,0.0405810719516916
10,0,2001,Abies balsamifera,0.501333329081535,1465,0.075259677903187
13,0,2006,Abies balsamifera,0.67599999209245,1418.8,0.0870447990008203
18,0,2011,Abies balsamifera,0.992142842816455,1377.92857142857,0.100592966315231
26,0,2000,Abies balsamifera,0.368666662275791,1498.73333333333,0.0730950685539042
29,8,2005,Abies balsamifera,0.577333332101504,1410.26666666667,0.0845538699622135
22,1,2010,Abies balsamifera,0.955999985833963,1394.86666666667,0.0977313180932363
2,2,1994,Abies balsamifera,3.59266667366028,969.466666666667,0.0613204543891265
27,6,2007,Abies balsamifera,0.484666668375333,1421.06666666667,0.0896061797636543
6,0,1994,Abies balsamifera,2.34599999586741,989.6,0.0613204543891265
32,2,1989,Abies balsamifera,3.36066664059957,1147.46666666667,0.0529371893485113
3,0,2005,Abies balsamifera,0.330000001192093,1410.26666666667,0.0845538699622135
14,0,2010,Abies balsamifera,0.705999994277954,1392.26666666667,0.0977313180932363
44,2,2001,Abies balsamifera,0.501333329081535,1467.93333333333,0.075259677903187
44,4,2006,Abies balsamifera,0.67599999209245,1418.46666666667,0.0870447990008203
2,2,1989,Abies balsamifera,3.84933331807454,1003,0.0529371893485113
56,56,1985,Abies balsamifera,3.0960000038147,1132.4,0.0470468160654742
3,0,2003,Abies balsamifera,3.32999997138977,1143.4,0.079776298364389
2,0,1985,Abies balsamifera,3.14133330980937,1111.06666666667,0.0470468160654742
4,0,2004,Abies balsamifera,0.32000000278155,1433.46666666667,0.0821316167041284
18,0,2009,Abies balsamifera,0.576666667064031,1407.86666666667,0.0949475757138162
16,0,1980,Abies balsamifera,-0.428666658575336,1032.33333333333,0.0405810719516916
20,3,1980,Abies balsamifera,0.453333337605,955.8,0.0405810719516916
20,6,1985,Abies balsamifera,1.61266666650772,1295.26666666667,0.0470468160654742
5,0,2008,Abies balsamifera,0.971333333353202,1425.86666666667,0.0922398232971371
4,2,1980,Abies balsamifera,0.192666668693225,1020.13333333333,0.0405810719516916
23,0,1995,Abies balsamifera,1.75600001017253,1188.33333333333,0.0631459809575955
2,2,1980,Abies balsamifera,-1.33199998984734,956.533333333333,0.0405810719516916
14,2,1985,Abies balsamifera,3.58666663169861,1207.4,0.0470468160654742
31,12,1980,Abies balsamifera,-3.43333331743876,982.733333333333,0.0405810719516916
35,6,2003,Abies balsamifera,0.501999991138776,1465.66666666667,0.079776298364389
32,6,2008,Abies balsamifera,0.79133332769076,1449.46666666667,0.0922398232971371
6,4,1994,Abies balsamifera,4.9233333269755,872.4,0.0613204543891265
10,0,1980,Abies balsamifera,0.435333333412806,1008,0.0405810719516916
61,18,1980,Abies balsamifera,-1.20066666317483,983.2,0.0405810719516916
7,0,2008,Abies balsamifera,0.543333334724108,1425.86666666667,0.0922398232971371
2,2,1985,Abies balsamifera,3.2386666615804,1150.6,0.0470468160654742
8,6,1980,Abies balsamifera,1.43000000566244,976.066666666667,0.0405810719516916
34,6,2004,Abies balsamifera,0.567999991774559,1433.46666666667,0.0821316167041284
35,0,2009,Abies balsamifera,0.825333328545094,1407.86666666667,0.0949475757138162
11,2,1980,Abies balsamifera,-1.31133332649867,1109.46666666667,0.0405810719516916
25,22,1985,Abies balsamifera,2.82333333492279,1132.4,0.0470468160654742
14,0,2003,Abies balsamifera,3.05866669019063,1143.4,0.079776298364389
19,0,1980,Abies balsamifera,-3.57200002670288,976.4,0.0405810719516916
4,0,2009,Abies balsamifera,0.576666667064031,1407.86666666667,0.0949475757138162
1,0,2000,Abies balsamifera,0.118666669229666,1502.13333333333,0.0730950685539042
9,0,2005,Abies balsamifera,0.330000001192093,1410.26666666667,0.0845538699622135
30,0,2010,Abies balsamifera,0.705999994277954,1392.26666666667,0.0977313180932363
18,18,1985,Abies balsamifera,2.39133332570394,1184.4,0.0470468160654742
1,0,2005,Abies balsamifera,0.577333332101504,1410.26666666667,0.0845538699622135
2,0,2010,Abies balsamifera,0.955999985833963,1394.86666666667,0.0977313180932363
8,8,1980,Abies balsamifera,1.66799999475479,984.133333333333,0.0405810719516916
24,2,2003,Abies balsamifera,0.501999991138776,1447.33333333333,0.079776298364389
8,0,2000,Abies balsamifera,0.368666662275791,1502.13333333333,0.0730950685539042
13,0,2005,Abies balsamifera,0.577333332101504,1410.26666666667,0.0845538699622135
17,1,2010,Abies balsamifera,0.955999985833963,1392.26666666667,0.0977313180932363
6,0,2009,Abies balsamifera,0.825333328545094,1410.06666666667,0.0949475757138162
2,2,1993,Abies balsamifera,2.45733331839244,1301.66666666667,0.0595463459279229
2,2,1989,Abies balsamifera,2.90133332411448,1076.26666666667,0.0529371893485113
11,0,1989,Abies balsamifera,2.78533333937327,1187.06666666667,0.0529371893485113
12,4,1980,Abies balsamifera,0.144666675726573,1000.2,0.0405810719516916
1,1,1980,Abies balsamifera,-0.0193333367506663,1009.66666666667,0.0405810719516916
5,0,2010,Abies balsamifera,0.955999985833963,1394.86666666667,0.0977313180932363
2,0,2003,Abies balsamifera,1.07199999988079,1447.33333333333,0.079776298364389
10,0,2008,Abies balsamifera,1.35199999610583,1425.86666666667,0.0922398232971371
61,11,1980,Abies balsamifera,-0.732666668792566,997,0.0405810719516916
18,4,2000,Abies balsamifera,0.368666662275791,1502.13333333333,0.0730950685539042
20,0,2005,Abies balsamifera,0.577333332101504,1410.26666666667,0.0845538699622135
25,5,2010,Abies balsamifera,0.955999985833963,1392.26666666667,0.0977313180932363
23,0,1995,Abies balsamifera,1.77400002082189,1188.33333333333,0.0631459809575955
4,0,1980,Abies balsamifera,1.07266666814685,995,0.0405810719516916
49,26,2004,Abies balsamifera,0.567999991774559,1452.93333333333,0.0821316167041284
27,2,2009,Abies balsamifera,0.825333328545094,1433.4,0.0949475757138162
36,24,1980,Abies balsamifera,-1.38999999364217,974.466666666667,0.0405810719516916
8,6,1985,Abies balsamifera,1.71733334461848,1267.06666666667,0.0470468160654742
6,0,1985,Abies balsamifera,1.81199999650319,1295.26666666667,0.0470468160654742
12,2,2001,Abies balsamifera,0.501333329081535,1484.33333333333,0.075259677903187
13,0,2006,Abies balsamifera,0.67599999209245,1441,0.0870447990008203
18,0,2011,Abies balsamifera,0.992142842816455,1401.92857142857,0.100592966315231
28,1,2002,Abies balsamifera,0.49799999097983,1474.66666666667,0.0774862090879015
30,4,2007,Abies balsamifera,0.731999992330869,1443.6,0.0896061797636543
10,4,1980,Abies balsamifera,1.17533333698908,1001.26666666667,0.0405810719516916
1,0,2003,Abies balsamifera,3.33666667938232,1190.4,0.079776298364389
6,2,2007,Abies balsamifera,0.731999992330869,1444.6,0.0896061797636543
4,0,2004,Abies balsamifera,-0.11733332524697,1452.93333333333,0.0821316167041284
10,0,2009,Abies balsamifera,0.131333335116506,1433.4,0.0949475757138162
18,14,1980,Abies balsamifera,-0.448666674892108,1100.93333333333,0.0405810719516916
2,1,2003,Abies balsamifera,3.01066665649414,1134.2,0.079776298364389
47,0,2000,Abies balsamifera,0.368666662275791,1502.13333333333,0.0730950685539042
49,2,2005,Abies balsamifera,0.577333332101504,1410.26666666667,0.0845538699622135
48,10,2010,Abies balsamifera,0.955999985833963,1392.26666666667,0.0977313180932363
18,8,1980,Abies balsamifera,-0.875999988615513,956.533333333333,0.0405810719516916
29,14,2001,Abies balsamifera,0.501333329081535,1484.33333333333,0.075259677903187
15,4,2006,Abies balsamifera,0.67599999209245,1441,0.0870447990008203
11,6,2011,Abies balsamifera,0.992142842816455,1401.92857142857,0.100592966315231
92,6,2000,Abies balsamifera,0.368666662275791,1515.93333333333,0.0730950685539042
93,68,2005,Abies balsamifera,0.577333332101504,1431.33333333333,0.0845538699622135
26,6,2010,Abies balsamifera,0.955999985833963,1419.06666666667,0.0977313180932363
18,4,1985,Abies balsamifera,4.11733326911926,1172.8,0.0470468160654742
17,8,1985,Abies balsamifera,1.61266666650772,1295.26666666667,0.0470468160654742
32,4,1980,Abies balsamifera,0.300666663050652,1013.86666666667,0.0405810719516916
6,4,1980,Abies balsamifera,-0.0566666603088379,1058.86666666667,0.0405810719516916
19,10,2001,Abies balsamifera,0.501333329081535,1467.93333333333,0.075259677903187
10,2,2006,Abies balsamifera,0.67599999209245,1418.46666666667,0.0870447990008203
10,2,2011,Abies balsamifera,0.992142842816455,1375,0.100592966315231
5,0,2011,Abies balsamifera,0.292857144427087,1401.92857142857,0.100592966315231
26,22,1985,Abies balsamifera,2.87133334477743,1135.86666666667,0.0470468160654742
16,2,1980,Abies balsamifera,-0.179333331187566,992.733333333333,0.0405810719516916
2,2,1989,Abies balsamifera,1.88933332761129,1086,0.0529371893485113
7,2,1980,Abies balsamifera,0.218666670719783,1007.13333333333,0.0405810719516916
34,4,2003,Abies balsamifera,0.501999991138776,1465.66666666667,0.079776298364389
36,0,2008,Abies balsamifera,0.79133332769076,1449.46666666667,0.0922398232971371
23,2,2000,Abies balsamifera,-0.314666662613551,1515.93333333333,0.0730950685539042
22,2,2005,Abies balsamifera,-0.107333326836427,1431.33333333333,0.0845538699622135
23,0,2010,Abies balsamifera,0.256666668131947,1419.06666666667,0.0977313180932363
4,0,2011,Abies balsamifera,0.292857144427087,1401.92857142857,0.100592966315231
3,1,1980,Abies balsamifera,-3.6153333346049,975.466666666667,0.0405810719516916
18,2,2000,Abies balsamifera,0.368666662275791,1518.86666666667,0.0730950685539042
19,0,2010,Abies balsamifera,0.955999985833963,1417.13333333333,0.0977313180932363
17,6,2001,Abies balsamifera,0.501333329081535,1484.33333333333,0.075259677903187
12,4,2006,Abies balsamifera,0.67599999209245,1441,0.0870447990008203
10,0,2011,Abies balsamifera,0.992142842816455,1401.92857142857,0.100592966315231
12,6,1980,Abies balsamifera,-2.49999997615814,915.2,0.0405810719516916
2,0,1980,Abies balsamifera,-2.08066667318344,935.733333333333,0.0405810719516916
70,68,1980,Abies balsamifera,1.66799999475479,984.133333333333,0.0405810719516916
13,2,1980,Abies balsamifera,1.23133334815502,1050.13333333333,0.0405810719516916
2,0,1985,Abies balsamifera,2.55333336989085,1165.4,0.0470468160654742
5,0,1980,Abies balsamifera,-3.57200002670288,976.4,0.0405810719516916
28,2,1980,Abies balsamifera,0.480000001688798,993.6,0.0405810719516916
22,2,2000,Abies balsamifera,-0.314666662613551,1515.93333333333,0.0730950685539042
23,2,2005,Abies balsamifera,-0.107333326836427,1431.33333333333,0.0845538699622135
26,3,2010,Abies balsamifera,0.256666668131947,1419.06666666667,0.0977313180932363
110,110,2003,Abies balsamifera,-0.183999993403753,1464.13333333333,0.079776298364389
17,4,2001,Abies balsamifera,0.501333329081535,1467.93333333333,0.075259677903187
19,6,2006,Abies balsamifera,0.67599999209245,1418.46666666667,0.0870447990008203
23,1,2011,Abies balsamifera,0.992142842816455,1375,0.100592966315231
4,2,1989,Abies balsamifera,3.74133334159851,1062.06666666667,0.0529371893485113
2,2,1985,Abies balsamifera,3.2386666615804,1140.4,0.0470468160654742
1,0,2003,Abies balsamifera,3.47466667493184,1151.93333333333,0.079776298364389
26,2,1980,Abies balsamifera,-1.13399999178946,1085,0.0405810719516916
44,9,2001,Abies balsamifera,-0.182666661341985,1486.86666666667,0.075259677903187
40,20,2006,Abies balsamifera,-0.00999999443689982,1440.86666666667,0.0870447990008203
25,3,2011,Abies balsamifera,0.292857144427087,1399.64285714286,0.100592966315231
34,34,2003,Abies balsamifera,-0.183999993403753,1465.66666666667,0.079776298364389
1,0,2008,Abies balsamifera,0.10066666988035,1449.46666666667,0.0922398232971371
40,40,1985,Abies balsamifera,2.87133334477743,1135.86666666667,0.0470468160654742
7,2,2004,Abies balsamifera,0.567999991774559,1433.46666666667,0.0821316167041284
8,0,2009,Abies balsamifera,0.825333328545094,1407.86666666667,0.0949475757138162
8,0,2011,Abies balsamifera,0.992142842816455,1377.92857142857,0.100592966315231
1,0,2003,Abies balsamifera,0.501999991138776,1445.46666666667,0.079776298364389
18,0,2008,Abies balsamifera,0.79133332769076,1427.53333333333,0.0922398232971371
13,0,1980,Abies balsamifera,-1.91933332880338,1050.8,0.0405810719516916
25,4,2002,Abies balsamifera,0.49799999097983,1474.66666666667,0.0774862090879015
27,7,2007,Abies balsamifera,0.731999992330869,1443.6,0.0896061797636543
31,12,1980,Abies balsamifera,-1.5619999828438,1125.2,0.0405810719516916
41,7,2002,Abies balsamifera,0.49799999097983,1454.93333333333,0.0774862090879015
36,4,2007,Abies balsamifera,0.731999992330869,1421.06666666667,0.0896061797636543
20,4,1980,Abies balsamifera,-1.591999989748,1012,0.0405810719516916
30,2,1980,Abies balsamifera,-0.906666683529814,984,0.0405810719516916
9,0,1989,Abies balsamifera,1.99199999173482,1116.06666666667,0.0529371893485113
35,10,1980,Abies balsamifera,-1.67666666693985,1110.93333333333,0.0405810719516916
4,0,2001,Abies balsamifera,0.501333329081535,1465,0.075259677903187
